Brand,ModelYear,EngineSize,Horsepower,Mileage,FuelType,Transmission,Seats,OwnerCount,Price
Ford,2021,1038,179.0,20.3,Diesel,Manual,5,1,64594.120559050796
Maruti,2006,2752,166.0,9.4,,Automatic,6,3,86442.4313609266
Audi,2024,3019,55.0,15.0,Petrol,Automatic,6,1,54062.7754299955
Audi,2024,3646,167.0,28.5,CNG,Manual,6,2,59310.544364711765
Hyundai,2024,2485,357.0,12.8,CNG,Manual,7,0,86321.82142397718
Maruti,2000,2638,229.0,16.7,Diesel,Automatic,5,3,89623.64816194898
Audi,2001,2709,125.0,19.9,CNG,Automatic,4,2,59632.19763716345
Toyota,2024,1972,125.0,12.7,Diesel,Manual,5,1,52513.691124195495
Hyundai,2021,2949,340.0,,Petrol,Manual,4,0,91611.82628016698
Hyundai,2005,1911,256.0,20.7,Diesel,Automatic,4,1,66437.57495137335
Toyota,2002,2474,103.0,13.1,Diesel,Automatic,5,0,49443.521395391275
Kia,2006,3650,391.0,17.4,Diesel,Automatic,5,3,97429.45896135978
Hyundai,2006,3252,169.0,16.4,CNG,Manual,6,0,69606.61355939528
Maruti,2012,1723,394.0,14.4,CNG,Manual,4,1,87221.65619677145
Honda,2010,3355,93.0,22.1,CNG,Manual,4,2,35185.620445612876
Toyota,2017,3148,224.0,13.8,CNG,Automatic,4,1,64754.528384545825
Audi,2023,2835,140.0,17.9,CNG,Manual,4,0,55467.500580977125
Audi,2009,1075,252.0,12.4,Diesel,Automatic,7,2,67937.12035932546
Kia,2006,1246,121.0,14.5,Petrol,Automatic,4,3,65079.25596515984
Maruti,2013,2095,88.0,12.6,Petrol,Manual,5,0,57822.980082687915
Maruti,2016,2702,360.0,14.2,Petrol,Automatic,7,2,88676.2565095493
Ford,2005,1081,339.0,21.4,Petrol,Automatic,6,0,66195.92283652481
Toyota,2016,3247,221.0,10.6,CNG,Manual,6,0,79900.94657306903
Honda,2006,904,173.0,23.7,Diesel,Automatic,7,0,46541.55696977588
Hyundai,2009,2980,291.0,16.2,CNG,Automatic,6,1,73125.32860898368
Audi,2019,888,113.0,24.5,CNG,Automatic,6,2,45253.92749083584
Hyundai,2007,3140,198.0,10.7,Petrol,Manual,6,3,63301.731916974044
Maruti,2021,3427,135.0,21.6,CNG,Automatic,7,2,51882.612077133796
Toyota,2010,3863,116.0,18.6,Petrol,Automatic,6,1,59901.16779838596
Audi,2008,965,393.0,21.2,Petrol,Manual,7,2,77391.4301263846
BMW,2012,1631,67.0,23.3,CNG,Manual,7,2,36643.551912764975
Ford,2018,1371,76.0,25.4,Petrol,Manual,5,2,56821.20385572428
Maruti,2020,2329,82.0,19.4,Petrol,Automatic,6,0,53402.27271072619
Audi,2019,2066,74.0,17.1,CNG,Manual,7,3,31880.33286506821
Toyota,2019,1695,54.0,14.3,Petrol,Automatic,6,3,38238.35355344214
Maruti,2010,3357,312.0,21.9,CNG,Manual,6,3,56541.14258447365
Honda,2017,3411,,18.5,Diesel,Manual,7,0,89758.62394497625
Ford,2004,3139,159.0,20.4,Diesel,Automatic,5,0,69135.44011769244
Honda,2019,1471,212.0,,Diesel,Automatic,7,0,83189.38695745477
Toyota,2016,2493,97.0,19.8,Petrol,Manual,6,1,54252.92360775463
Ford,2019,1208,,21.1,Petrol,Manual,6,0,94982.93103743004
Audi,2022,1976,176.0,11.8,Petrol,Automatic,6,3,58818.09942255568
Maruti,2009,1264,120.0,17.3,Diesel,Automatic,4,2,55997.35980192895
Honda,2024,3228,279.0,20.7,Petrol,Automatic,5,2,59922.284439868126
BMW,2017,3171,366.0,13.7,Petrol,Manual,4,0,105255.3291764013
Hyundai,2007,923,,12.2,CNG,Automatic,4,0,81571.7295224907
Toyota,2024,1703,,13.7,Diesel,Manual,6,1,60498.411861013104
BMW,2020,2627,298.0,15.8,CNG,Automatic,5,1,66450.01560527454
Audi,2008,1779,53.0,24.0,Petrol,Automatic,4,1,59344.2590123532
Maruti,2005,1940,136.0,20.5,Diesel,Manual,4,1,45586.37036361608
Toyota,2001,3859,299.0,19.2,Petrol,Manual,7,2,84201.36080163559
Toyota,2011,2782,324.0,18.9,Diesel,Automatic,5,0,74016.66306695336
Honda,2017,1266,309.0,21.9,Petrol,Automatic,4,2,83665.98849469607
Maruti,2000,3086,144.0,16.8,Petrol,Automatic,6,3,56295.301387140236
Toyota,2015,1245,395.0,15.4,Petrol,Automatic,6,1,98515.41449983015
Toyota,2008,3139,98.0,17.4,Diesel,Automatic,6,1,59890.71958634912
Maruti,2010,2365,365.0,16.0,Diesel,Automatic,7,3,85480.46024391487
Toyota,2023,2496,91.0,16.5,CNG,Manual,5,1,50452.065839894465
Kia,2006,3194,264.0,21.9,Petrol,Automatic,7,0,75001.27445872409
Toyota,2008,3453,238.0,11.7,Diesel,Manual,7,0,52060.36449679756
Toyota,2022,2394,371.0,18.2,CNG,Automatic,6,1,93239.0866779449
Maruti,2014,3033,307.0,16.9,Diesel,Automatic,4,0,90852.99135201759
Honda,2015,1335,204.0,17.6,Diesel,Manual,6,1,70471.43008856795
Hyundai,2009,1633,158.0,19.0,CNG,Automatic,7,2,64491.20613836891
Ford,2021,2300,212.0,21.2,,Manual,4,1,80228.95891969875
Maruti,2016,1872,340.0,13.0,Petrol,Automatic,6,3,76336.91994486288
Toyota,2013,2494,143.0,15.6,Diesel,Automatic,6,0,79706.33961814835
Hyundai,2006,3095,354.0,19.8,Petrol,Automatic,5,0,70760.45251040692
BMW,2006,2424,253.0,12.6,CNG,Automatic,7,3,52435.054646606186
Ford,2014,831,306.0,16.6,CNG,Automatic,6,2,81418.95507832247
Ford,2010,3011,79.0,13.9,Petrol,Automatic,4,0,33545.59423557445
Kia,2018,2296,251.0,23.0,Diesel,Manual,5,0,67796.04972185346
BMW,2000,3775,322.0,19.7,Diesel,Manual,7,0,97322.82094426382
Ford,2018,3168,,19.5,CNG,Manual,7,2,79682.23954944161
Hyundai,2012,1305,361.0,,Petrol,Automatic,4,2,79502.1397166345
Toyota,2015,1225,319.0,23.8,Diesel,Automatic,6,0,71266.86402005206
Ford,2019,873,201.0,14.2,,Automatic,5,0,82229.3728874737
Toyota,2020,1698,216.0,23.6,Diesel,Manual,7,2,80123.80766116228
Toyota,2005,3725,345.0,10.0,Petrol,Manual,4,0,89621.73260175253
BMW,2001,2262,98.0,12.7,CNG,Automatic,7,3,58426.93871293187
Toyota,2011,2699,245.0,21.8,Diesel,Manual,7,3,75493.94540198405
Maruti,2010,2367,370.0,20.8,Petrol,Manual,7,1,102125.76669999139
Maruti,2023,3832,208.0,22.9,Petrol,Automatic,7,3,82485.33236054491
Maruti,2024,3285,253.0,15.6,CNG,Automatic,7,0,57103.49815947386
BMW,2023,2108,364.0,19.1,Diesel,Automatic,6,1,75461.32728139436
Maruti,2019,1446,104.0,19.0,Petrol,Automatic,7,2,71596.73001660025
Toyota,2006,1828,212.0,6.5,Petrol,Automatic,4,0,60073.84050071459
Kia,2012,2226,,21.9,Petrol,Manual,4,0,78852.61063232923
Ford,2010,3979,252.0,14.8,CNG,Manual,7,1,83347.90030893387
Ford,2004,1638,216.0,19.8,CNG,Automatic,7,3,53546.64270253541
Kia,2002,2029,54.0,16.2,Petrol,Automatic,5,2,38805.45685568884
Hyundai,2010,2472,244.0,13.0,Petrol,Manual,6,1,75518.46816267807
Audi,2021,3543,215.0,21.0,CNG,Automatic,5,3,70945.11339591285
Audi,2009,1622,91.0,9.6,Petrol,Manual,4,2,46116.8297044796
Honda,2005,2206,186.0,17.9,Petrol,Manual,6,2,52859.26441174674
Audi,2017,1845,183.0,21.2,Diesel,Manual,5,2,63255.71258748446
Maruti,2010,3669,327.0,19.6,Petrol,Manual,4,3,84941.49807074032
Audi,2005,2729,215.0,,CNG,Automatic,4,0,53149.6819616094
Toyota,2006,2408,397.0,15.2,Diesel,Automatic,7,0,92643.55558824848
Maruti,2001,1735,107.0,15.6,Diesel,Manual,4,1,58458.8721980881
Honda,2020,826,73.0,9.7,Diesel,Manual,7,1,46146.683025847364
Kia,2012,2935,338.0,8.0,Petrol,Manual,4,3,94445.001766415
Toyota,2011,1552,115.0,18.8,Petrol,Automatic,4,2,36684.18370764453
Honda,2003,883,327.0,23.8,CNG,Manual,4,2,82728.4358364031
Ford,2015,2367,229.0,19.2,Diesel,Manual,5,1,69991.3644565841
Kia,2013,3870,74.0,26.4,CNG,Automatic,4,1,42221.34881861259
Hyundai,2017,1919,157.0,16.6,,Manual,6,3,52987.01135023813
Ford,2019,1948,360.0,16.8,Diesel,Automatic,4,2,73823.00124649372
Toyota,2011,3748,361.0,21.9,Petrol,Manual,6,1,68649.40159815589
Audi,2022,2488,391.0,23.3,CNG,Automatic,6,1,90973.73853793292
Audi,2008,1748,226.0,19.0,Petrol,Manual,6,3,78743.75250631262
Kia,2002,3201,173.0,15.9,CNG,Manual,6,1,69033.59222199039
Kia,2015,2579,192.0,15.7,CNG,Manual,7,2,53329.39319542446
BMW,2007,1735,265.0,7.8,Diesel,Automatic,6,0,61036.44483125817
Maruti,2006,1981,159.0,21.8,Diesel,Automatic,5,1,68088.47482050465
Honda,2010,2076,350.0,11.4,Diesel,Automatic,5,3,80792.70218478373
BMW,2008,2948,120.0,12.4,Diesel,Automatic,4,0,64036.306866751765
Kia,2005,976,396.0,18.8,CNG,Manual,6,1,87527.65893547413
Audi,2023,1702,236.0,13.9,CNG,Manual,4,1,65710.11063003847
Kia,2011,2080,274.0,11.5,Petrol,Automatic,5,3,74727.66707638354
Toyota,2022,1768,191.0,17.0,Diesel,Manual,4,2,77312.61813412316
Ford,2019,3098,189.0,16.3,Diesel,Manual,6,2,49644.35540570763
BMW,2017,3829,141.0,19.3,CNG,Manual,4,2,59277.05155157528
Hyundai,2011,1044,141.0,13.5,CNG,Automatic,5,0,53552.77856668572
Honda,2011,1829,180.0,22.9,CNG,Automatic,5,0,54182.331706069745
Ford,2009,2674,95.0,17.2,Diesel,Manual,5,1,47874.74301688715
Honda,2014,2326,222.0,16.8,Diesel,Manual,4,3,80423.25118083168
Toyota,2018,927,252.0,20.2,Petrol,Automatic,4,2,69529.2064803176
Hyundai,2024,2763,376.0,20.8,CNG,Automatic,4,3,83068.10711708688
Hyundai,2016,1710,,16.6,Petrol,Manual,6,0,91349.06836630023
Maruti,2004,2838,312.0,18.4,Diesel,Automatic,7,1,70063.79591251293
Toyota,2021,1541,257.0,12.2,CNG,Automatic,4,2,78557.40347451407
Hyundai,2003,1143,156.0,21.3,Petrol,Automatic,5,0,36482.24728286335
Audi,2005,1341,213.0,9.6,CNG,Manual,5,3,62574.54296272842
Audi,2004,2196,68.0,18.1,Diesel,Automatic,6,2,39931.911023601875
Maruti,2008,2369,282.0,19.8,CNG,Manual,7,1,73886.79052428684
BMW,2023,3056,62.0,16.4,CNG,Manual,5,1,48463.37000018038
Toyota,2011,851,177.0,18.2,Diesel,Manual,5,3,55047.09053162596
BMW,2016,1494,327.0,19.2,CNG,Automatic,5,2,77523.18553368811
Hyundai,2015,2168,107.0,18.0,Diesel,Automatic,7,0,50501.72889684938
Ford,2014,3070,310.0,17.9,Petrol,Automatic,5,3,91369.40191262166
Hyundai,2018,1595,222.0,10.8,Diesel,Automatic,4,3,65758.30749471617
Hyundai,2021,2189,106.0,19.8,CNG,Automatic,5,2,43256.46770479642
Audi,2018,1691,350.0,13.3,Diesel,Automatic,6,3,94777.19346815796
Ford,2024,3032,112.0,20.3,Diesel,Manual,7,2,75118.13302680767
Toyota,2022,1261,172.0,22.6,Diesel,Automatic,7,0,52223.54129771418
Kia,2015,1156,98.0,23.9,Petrol,Automatic,7,3,48455.343686217326
Ford,2019,3056,375.0,21.7,Petrol,Automatic,4,2,92046.8429789835
Kia,2007,2710,206.0,15.7,Petrol,Manual,6,1,70786.00957110242
Hyundai,2024,2744,173.0,21.2,CNG,Automatic,4,3,60581.89608389797
Toyota,2020,3870,239.0,24.3,CNG,Automatic,7,0,68563.60680556747
Kia,2008,2106,186.0,23.8,Diesel,Manual,6,0,59509.82693529109
BMW,2015,1215,61.0,17.7,CNG,Manual,7,2,59965.6458971733
Ford,2018,3213,50.0,22.3,Petrol,Automatic,6,1,49267.209198729826
Maruti,2009,2106,61.0,20.6,Petrol,Automatic,4,0,37732.78653243116
Ford,2021,846,144.0,14.4,CNG,Automatic,5,1,54391.34885799338
BMW,2009,2188,72.0,20.7,CNG,Manual,5,3,40852.94704454591
Audi,2011,2217,204.0,20.4,Diesel,Manual,6,2,62834.13873649209
Hyundai,2005,2131,112.0,15.4,CNG,Manual,6,1,57292.11885336996
Kia,2003,3889,75.0,12.4,Diesel,Automatic,4,1,57745.84005885667
Honda,2021,1884,240.0,20.4,CNG,Manual,5,3,79153.65021789137
Hyundai,2003,2467,364.0,18.2,Diesel,Manual,4,0,79469.04719378595
Hyundai,2017,1927,391.0,16.8,CNG,Manual,7,0,91822.47068389523
Kia,2007,1527,233.0,19.1,Petrol,Automatic,7,0,73066.93600137965
Honda,2013,2298,85.0,19.2,Petrol,Automatic,6,0,56948.129484946556
Hyundai,2002,3281,228.0,13.5,CNG,Automatic,5,0,67269.10498751356
Audi,2010,3467,310.0,20.0,CNG,Manual,5,0,83361.1687682775
Hyundai,2003,1614,345.0,16.1,Diesel,Manual,7,3,87494.58277158695
Ford,2000,3124,65.0,21.7,Petrol,Automatic,5,0,35923.847187060266
Maruti,2021,2131,317.0,12.4,Diesel,Manual,6,3,87317.15236471404
Ford,2018,873,164.0,,Diesel,Manual,5,1,55853.61201890792
BMW,2021,2493,316.0,9.0,Petrol,Manual,4,2,77792.3941647041
Kia,2001,2069,111.0,19.3,Petrol,Manual,6,2,56386.53037682494
Ford,2009,2771,102.0,17.9,Diesel,Manual,7,2,61315.77992833241
Maruti,2002,960,136.0,15.2,Diesel,Automatic,6,3,59420.41691730234
Hyundai,2007,1589,341.0,20.2,Diesel,Manual,5,0,78738.29814025614
Hyundai,2010,3010,251.0,26.0,Diesel,Automatic,6,3,70035.18551577872
BMW,2012,1825,130.0,18.8,CNG,Automatic,4,0,49925.59449700014
Hyundai,2016,3201,165.0,13.4,Diesel,Automatic,6,2,58924.891448913375
Hyundai,2024,3547,149.0,20.7,CNG,Automatic,4,0,63054.23771275349
Toyota,2000,1963,361.0,24.7,CNG,Manual,7,0,80075.97911637218
BMW,2002,3177,231.0,14.0,Petrol,Automatic,5,1,71885.02939550663
BMW,2009,916,197.0,21.8,CNG,Manual,4,3,42270.2210465137
Maruti,2009,1604,365.0,15.4,CNG,Automatic,5,2,73161.90849672968
BMW,2006,2845,132.0,16.2,Petrol,Manual,4,2,88590.22729726636
Kia,2023,2818,93.0,19.7,Diesel,Automatic,5,3,47723.517121327306
BMW,2006,1488,300.0,10.6,CNG,Manual,6,1,89624.37637383447
Hyundai,2002,1310,,24.4,Diesel,Manual,6,3,44188.40291837289
BMW,2018,2020,311.0,11.6,Diesel,Automatic,5,3,101609.80321309654
Audi,2021,1729,306.0,22.0,Petrol,Automatic,7,2,56595.5530107082
Honda,2011,843,215.0,20.6,CNG,Manual,6,1,72778.60363566672
Kia,2004,2603,269.0,12.7,CNG,Manual,4,1,64043.10426992455
Kia,2004,3477,,,CNG,Manual,6,0,76471.59124821184
BMW,2015,2800,272.0,11.7,Petrol,Automatic,6,0,77216.4464893844
Audi,2010,1697,208.0,16.4,CNG,Automatic,6,1,78172.01413182361
BMW,2016,2984,175.0,19.2,Petrol,Manual,6,3,58369.82562173596
Maruti,2023,3105,,19.2,CNG,Automatic,7,3,101410.29840576278
Toyota,2023,2012,149.0,14.6,CNG,Manual,6,1,64238.506759193515
Toyota,2014,2836,146.0,12.5,Diesel,Manual,6,2,45497.80734576308
Maruti,2006,2385,330.0,18.9,Petrol,Manual,6,1,91689.83433391165
Kia,2002,2827,81.0,17.0,CNG,Manual,7,1,50105.87010389064
Toyota,2016,2188,359.0,20.6,CNG,Manual,6,3,91649.30997097545
Audi,2020,1610,112.0,21.1,Petrol,Automatic,4,2,63374.298330812744
Kia,2018,3629,72.0,19.5,Petrol,Manual,6,2,57894.68334520058
Audi,2022,1463,372.0,19.4,Diesel,Manual,5,1,86025.69778358295
Toyota,2022,3085,101.0,21.7,Petrol,Automatic,4,1,50836.37650611027
Honda,2012,2787,363.0,13.9,Diesel,Automatic,4,0,80569.15735991718
Audi,2021,2332,240.0,22.0,Petrol,Automatic,6,2,77095.55234131121
Honda,2022,3154,372.0,19.5,Diesel,Manual,5,3,98031.94341746572
Honda,2018,1939,359.0,19.7,CNG,Manual,6,1,85279.2052593356
Ford,2011,2524,89.0,9.9,CNG,Automatic,7,0,54460.186376934565
Honda,2010,3546,,17.8,Diesel,Automatic,4,3,68047.98117224
Ford,2018,3686,172.0,18.2,Petrol,Automatic,6,0,62734.63971080532
Honda,2007,1965,396.0,15.8,CNG,Manual,4,1,96585.59851014093
Audi,2011,1080,,16.2,Petrol,Manual,4,1,94920.02719102232
Ford,2015,1446,91.0,22.2,Diesel,Automatic,6,0,41202.69610125749
Audi,2023,3814,61.0,18.7,CNG,Automatic,5,3,55838.51133883932
Kia,2023,1041,262.0,11.1,,Manual,6,0,72296.70910610678
Audi,2017,3928,168.0,12.0,Petrol,Manual,6,1,61573.05975189272
Audi,2005,3007,186.0,,CNG,Manual,6,0,78778.88149249108
BMW,2005,3012,370.0,13.6,Diesel,Automatic,6,2,95335.20615848842
Audi,2020,2362,184.0,18.4,Diesel,Manual,7,0,70962.50661341727
Audi,2011,2525,286.0,16.7,Petrol,Automatic,4,3,73028.68951188982
Ford,2018,1224,395.0,10.4,Diesel,Manual,4,3,108036.86350333958
Hyundai,2016,2814,368.0,19.2,CNG,Manual,7,1,71412.1324843578
Ford,2015,2374,87.0,,CNG,Manual,7,2,41681.63752929149
Hyundai,2013,944,,17.4,Petrol,Manual,6,0,60294.50536006827
Kia,2012,2208,125.0,16.0,Petrol,Automatic,4,3,48090.39293855161
Maruti,2004,2909,302.0,23.8,,Manual,5,1,62423.557452287656
Kia,2024,3795,170.0,15.4,CNG,Manual,5,0,64745.17502765644
Hyundai,2019,1725,70.0,18.8,Petrol,Manual,5,3,53231.24372805671
BMW,2010,3535,72.0,14.8,Diesel,Manual,7,1,46818.55079391051
Toyota,2015,1219,173.0,16.0,Diesel,Manual,6,2,78627.78623117621
Hyundai,2020,2291,159.0,27.6,,Manual,6,2,67606.77598485365
Hyundai,2022,1022,96.0,22.4,CNG,Automatic,7,2,40555.13703912694
Toyota,2003,2196,296.0,17.6,Petrol,Automatic,6,3,55487.420204792754
Toyota,2005,3196,121.0,11.8,CNG,Automatic,5,3,57960.33869337989
BMW,2022,970,243.0,15.0,CNG,Automatic,4,0,82292.44521004966
Maruti,2010,1341,273.0,14.9,CNG,Manual,6,2,73404.99721385882
Audi,2004,1543,323.0,15.6,Diesel,Manual,6,1,74204.21989477484
Hyundai,2005,3772,148.0,24.6,CNG,Manual,7,0,59258.360495378125
Ford,2011,2751,127.0,20.1,Petrol,Automatic,7,3,49790.37441777007
Kia,2018,2401,279.0,25.4,Diesel,Manual,5,3,59796.7213653439
Ford,2014,1360,324.0,20.6,CNG,Automatic,6,3,71463.88420244711
Toyota,2001,2388,124.0,11.9,Diesel,Manual,4,1,48851.401879659
Audi,2017,2053,315.0,16.6,Diesel,Manual,4,3,71917.43527292539
Maruti,2016,3548,241.0,,CNG,Automatic,6,1,73934.33937193194
Honda,2020,926,149.0,23.2,Diesel,Automatic,7,3,64397.95739275447
Toyota,2006,1787,96.0,20.6,Diesel,Automatic,4,1,60458.9358821343
Maruti,2020,1163,62.0,13.2,Diesel,Automatic,5,3,54418.56003534166
Hyundai,2011,2497,167.0,12.6,Diesel,Automatic,7,3,69043.63578866997
Honda,2004,845,155.0,9.8,,Manual,7,0,69467.821710239
Maruti,2023,946,291.0,,Petrol,Manual,6,2,78852.54775612717
Kia,2000,2878,386.0,18.1,Diesel,Automatic,4,3,88242.91268385586
BMW,2009,1812,,16.8,CNG,Automatic,7,0,42847.797256517886
Hyundai,2019,2875,211.0,18.3,Diesel,Automatic,7,3,86988.74459784075
Kia,2007,3255,86.0,21.8,Petrol,Manual,4,1,62464.00680439438
Ford,2016,3712,355.0,20.0,Diesel,Automatic,7,0,66688.65551386897
Honda,2009,1885,399.0,21.4,Petrol,Manual,5,0,81993.42035379782
Kia,2017,1956,139.0,21.5,CNG,Automatic,4,2,43302.660037423295
Hyundai,2024,3339,312.0,18.1,Petrol,Automatic,4,2,89968.73024417396
Kia,2010,1016,76.0,16.0,Petrol,Automatic,4,3,41736.548510502806
Ford,2015,3088,234.0,17.3,Petrol,Manual,4,0,71530.6545257713
Maruti,2006,3790,50.0,15.4,Diesel,Manual,7,3,59914.58370226591
Audi,2004,1935,86.0,20.6,Petrol,Automatic,5,3,49253.55657415873
Ford,2018,3710,392.0,16.1,CNG,Manual,5,3,91263.94185165229
Toyota,2022,2796,218.0,,Petrol,Manual,5,2,87494.14939826388
Honda,2018,1834,174.0,11.1,Petrol,Manual,7,0,71888.50980935164
BMW,2005,1747,313.0,18.6,CNG,Manual,6,3,91789.34441564407
Toyota,2012,2368,75.0,18.7,Diesel,Manual,7,3,33719.306053716624
BMW,2002,2139,262.0,15.2,Diesel,Automatic,7,3,55420.82170229107
BMW,2023,3770,231.0,14.5,Diesel,Automatic,5,1,75773.53294636376
Hyundai,2014,2652,296.0,20.0,Petrol,Manual,7,1,93622.7971112532
Toyota,2004,3027,216.0,19.8,Petrol,Manual,5,0,73931.44810901134
BMW,2012,2292,303.0,16.9,CNG,Automatic,4,3,92663.4945057492
Toyota,2008,1249,106.0,12.9,Diesel,Automatic,6,1,42375.61054924151
Honda,2012,1803,125.0,18.1,Petrol,Manual,6,0,54900.0316521847
BMW,2007,3057,308.0,16.5,CNG,Automatic,4,3,85481.08812496766
Audi,2010,2976,100.0,,Petrol,Manual,4,1,58975.01017860042
Ford,2005,3310,251.0,18.1,Diesel,Manual,6,3,68446.92058219625
Maruti,2002,1041,268.0,17.1,Diesel,Automatic,6,2,68120.09629304505
Honda,2021,2175,391.0,,CNG,Automatic,6,3,105489.39468235808
BMW,2003,3820,278.0,23.4,CNG,Manual,7,1,77031.87391082942
Maruti,2004,2897,60.0,11.6,Petrol,Manual,6,3,54311.305619087485
Toyota,2018,2044,171.0,20.3,CNG,Automatic,7,1,78699.38397703398
Maruti,2003,3403,393.0,16.1,Petrol,Automatic,4,2,96710.73920189895
Ford,2016,3507,50.0,19.2,Diesel,Manual,5,1,47068.26551883783
Audi,2021,2297,52.0,21.3,Diesel,Manual,6,3,53989.773046986484
BMW,2020,2544,84.0,15.8,Petrol,Automatic,7,0,56105.34990831319
Toyota,2002,3016,171.0,16.1,CNG,Automatic,7,2,63488.38303068663
Hyundai,2021,1663,206.0,20.7,Petrol,Automatic,4,3,76808.08195598499
Honda,2016,2082,295.0,17.0,,Manual,7,2,84572.16150337236
Audi,2001,3854,131.0,24.0,Petrol,Automatic,7,0,51052.233035283614
Ford,2008,984,222.0,17.1,Petrol,Automatic,4,3,53316.058249549824
BMW,2002,3718,352.0,21.5,Diesel,Manual,4,1,91964.97621165396
Honda,2020,2973,103.0,21.2,CNG,Automatic,5,2,38479.17321153348
Audi,2021,1976,360.0,,Diesel,Manual,7,2,101513.04785283025
Hyundai,2007,2716,313.0,19.3,CNG,Automatic,5,1,77388.18880369145
Kia,2002,3414,65.0,19.0,CNG,Manual,4,0,53424.35106314531
Hyundai,2003,1739,116.0,16.1,Petrol,Manual,5,2,55685.75980842652
BMW,2002,1053,385.0,23.5,Diesel,Manual,6,2,94468.69971067755
BMW,2023,3211,311.0,16.6,,Automatic,6,3,94222.4743920227
Audi,2004,2534,169.0,12.3,CNG,Manual,4,1,66901.49114374601
Maruti,2018,1383,376.0,15.2,CNG,Automatic,5,3,74839.04686016912
Ford,2023,1486,62.0,21.2,Diesel,Manual,4,1,46108.381134409894
Audi,2003,1496,141.0,,Petrol,Manual,5,2,56964.84707296494
BMW,2010,3882,124.0,13.1,Petrol,Automatic,4,0,46114.77433803675
Toyota,2008,1780,103.0,19.6,Petrol,Manual,6,1,61398.9670403518
Hyundai,2024,1825,81.0,14.4,Diesel,Manual,5,1,51687.926443521945
Honda,2021,3898,200.0,,,Automatic,7,3,59285.269572939345
Kia,2009,2126,258.0,19.8,CNG,Manual,4,1,74920.06180293154
Honda,2011,2647,146.0,23.0,Diesel,Manual,7,2,48191.161799212954
Audi,2012,831,369.0,14.8,Petrol,Manual,6,3,96623.09837954638
Audi,2013,1419,115.0,17.2,Diesel,Automatic,6,3,63545.730737520076
Maruti,2020,1595,270.0,16.5,Petrol,Manual,7,0,63672.09898188633
Hyundai,2008,3468,233.0,17.0,Petrol,Automatic,5,1,83231.09072680605
BMW,2012,2960,304.0,15.4,Diesel,Manual,7,3,70582.46672326906
Ford,2023,2566,79.0,12.9,Diesel,Automatic,7,0,62501.327793734075
Ford,2014,1657,160.0,19.2,Diesel,Manual,6,0,66541.29103591653
Ford,2012,3109,183.0,15.8,Petrol,Automatic,5,1,84672.97772053714
Hyundai,2018,1325,96.0,18.4,Petrol,Automatic,5,1,48397.98994726334
Ford,2000,3020,239.0,18.7,Petrol,Manual,5,2,60380.8080617143
Maruti,2015,1233,368.0,13.8,Diesel,Automatic,4,0,93316.19240928396
Kia,2022,1422,171.0,19.1,CNG,Automatic,7,2,65355.5075005124
Hyundai,2011,3406,183.0,14.4,Petrol,Manual,6,1,56821.82124722183
Audi,2021,2814,139.0,21.5,Diesel,Automatic,7,0,61788.94128121354
Honda,2006,1930,182.0,21.2,CNG,Manual,6,3,59599.50518234346
BMW,2011,3292,399.0,19.2,Petrol,Automatic,4,2,88299.88418478266
Hyundai,2010,1484,116.0,17.0,Diesel,Manual,7,0,56192.1783901224
Ford,2022,3362,126.0,17.9,CNG,Manual,5,1,69154.41169930212
Kia,2016,3154,277.0,15.3,Diesel,Manual,6,1,67978.50612901025
Kia,2023,3822,152.0,14.8,Diesel,Automatic,6,3,60484.58631905233
Kia,2004,3111,81.0,16.3,Petrol,Automatic,5,0,58322.695222537295
Kia,2003,3199,204.0,21.8,Diesel,Automatic,6,0,58975.83151411338
Hyundai,2015,3049,274.0,12.9,Petrol,Automatic,7,2,69202.52511776928
Audi,2020,2663,297.0,23.6,CNG,Automatic,5,2,81041.66776660827
Audi,2009,3374,,12.6,CNG,Manual,4,1,79057.2004590116
Kia,2002,1639,317.0,24.3,Petrol,Manual,7,0,80445.47113464776
Audi,2018,3797,195.0,21.0,CNG,Automatic,6,0,59677.80999485629
Hyundai,2005,1107,84.0,20.5,CNG,Automatic,6,0,60659.00089081222
Audi,2009,3470,150.0,22.8,Diesel,Automatic,4,3,41195.34560717919
Honda,2001,1858,204.0,14.5,Diesel,Manual,4,0,55547.16180848693
Maruti,2007,3122,290.0,15.0,Petrol,Manual,5,1,89232.08309194025
Toyota,2010,1483,223.0,23.8,Diesel,Manual,4,2,73740.68633584095
Kia,2019,2175,56.0,27.7,Diesel,Automatic,7,0,22716.05564986225
Kia,2012,3804,209.0,20.2,Petrol,Automatic,7,3,51098.9084872659
Toyota,2021,2192,148.0,24.3,CNG,Manual,6,1,46334.290446610095
Kia,2005,3640,107.0,17.5,Petrol,Automatic,5,3,66766.31175479745
BMW,2009,3783,78.0,20.0,CNG,Manual,5,0,51638.518851218716
Audi,2008,3893,228.0,18.3,CNG,Automatic,4,3,67154.76868781069
Audi,2005,884,192.0,16.4,CNG,Automatic,7,3,63763.088384891045
Toyota,2002,3374,252.0,8.7,Diesel,Automatic,5,3,96657.76772972048
Maruti,2021,1346,200.0,15.8,Diesel,Manual,5,1,37633.521322374865
BMW,2015,1413,183.0,12.6,Petrol,Manual,6,2,62438.08416080562
BMW,2011,2659,,23.8,,Automatic,7,0,56607.27860603237
