Property_ID,Area,Bedrooms,Bathrooms,Square_Feet,Parking,Furnishing_Status,Year_Built,Distance_to_CityCenter,Crime_Rate,Locality_Rating,House_Price
7101,Riverside,1.0,2,2074,Yes,Furnished,,24.68,53.68,,36515
7102,Uptown,2.0,1,1881,Yes,Unfurnished,,12.87,67.42,,189073
7103,Suburb,,1,1935,Yes,Furnished,,17.83,38.63,1.0,110437
7104,Industrial Zone,3.0,2,2499,Yes,Unfurnished,,18.88,64.34,,168804
7105,Downtown,2.0,4,1674,No,Furnished,,-5.62,63.35,,97603
7106,Uptown,1.0,4,1071,Yes,Semi-Furnished,,2.99,41.38,,109010
7107,Downtown,1.0,1,2234,Yes,Furnished,1993.0,18.14,44.26,,118182
7108,Uptown,2.0,2,2048,Yes,Unfurnished,,18.58,27.19,,106146
7109,Uptown,4.0,2,1853,Yes,Unfurnished,,16.06,33.86,,267849
7110,City Outskirts,3.0,1,2035,Yes,Semi-Furnished,,7.2,61.97,,205163
7111,Industrial Zone,4.0,3,1614,No,Semi-Furnished,,31.88,47.57,,303935
7112,Riverside,5.0,3,1810,No,Unfurnished,,18.97,29.75,,249609
7113,Riverside,3.0,4,1734,No,Semi-Furnished,,22.14,56.9,,144708
7114,Downtown,2.0,1,1504,No,Furnished,,21.53,70.38,,75205
7115,Suburb,3.0,2,2394,No,Furnished,2015.0,16.03,65.83,,227681
7116,Riverside,5.0,3,1093,Yes,Semi-Furnished,,15.59,66.83,,401460
7117,Suburb,4.0,3,2980,No,Furnished,,21.32,21.29,,208047
7118,Downtown,1.0,4,2238,No,Furnished,2020.0,11.34,56.93,,1696
7119,Suburb,3.0,1,911,No,Semi-Furnished,,21.81,21.91,,212254
7120,Uptown,3.0,2,1687,Yes,Unfurnished,,16.23,31.58,,266889
7121,Uptown,5.0,2,1715,Yes,Furnished,,19.14,64.3,,225727
7122,Downtown,2.0,1,1995,Yes,Semi-Furnished,,16.25,55.68,,129377
7123,Suburb,3.0,2,1305,Yes,Unfurnished,,8.79,70.29,6.0,243079
7124,Industrial Zone,4.0,3,1816,No,Furnished,,13.82,47.52,,171847
7125,Industrial Zone,3.0,1,1739,No,Furnished,,23.55,68.68,,244285
7126,Suburb,3.0,2,1431,No,Semi-Furnished,,19.51,54.36,,259808
7127,Downtown,1.0,3,1361,Yes,Furnished,,22.73,36.37,,44521
7128,Industrial Zone,2.0,2,2259,No,Unfurnished,,21.58,64.52,,198260
7129,Riverside,2.0,4,951,No,Semi-Furnished,,11.01,49.92,,277333
7130,City Outskirts,5.0,2,2038,Yes,Semi-Furnished,,4.09,53.97,,265596
7131,Riverside,2.0,2,2198,Yes,Semi-Furnished,,20.93,66.66,,201244
7132,Hilltop,3.0,0,1690,No,Semi-Furnished,,13.81,85.01,,230220
7133,City Outskirts,3.0,4,1826,No,Unfurnished,,19.83,44.85,9.0,128264
7134,Suburb,2.0,1,2381,No,Unfurnished,,24.8,59.01,,62061
7135,City Outskirts,3.0,3,1447,No,Unfurnished,,12.52,48.33,,244993
7136,Industrial Zone,4.0,1,1499,No,Unfurnished,,9.66,39.81,,176808
7137,City Outskirts,4.0,1,1552,No,Unfurnished,,7.85,48.23,,307251
7138,Suburb,3.0,2,2382,Yes,Unfurnished,,14.85,62.17,,110119
7139,Uptown,3.0,2,2446,Yes,Semi-Furnished,,5.12,61.67,,245655
7140,City Outskirts,2.0,3,1102,No,Semi-Furnished,,17.47,28.09,,148205
7141,Industrial Zone,5.0,3,2303,Yes,Semi-Furnished,,17.8,46.02,,338817
7142,Industrial Zone,2.0,0,2209,No,Unfurnished,,17.76,75.36,,164580
7143,Downtown,4.0,3,2576,No,Semi-Furnished,,3.17,27.36,10.0,307197
7144,Riverside,2.0,2,1992,Yes,Unfurnished,,23.33,29.95,,106447
7145,Suburb,5.0,3,1777,Yes,Semi-Furnished,,15.89,67.35,,295876
7146,Suburb,4.0,10,2372,No,Unfurnished,,11.85,46.02,,301335
7147,City Outskirts,4.0,3,2149,Yes,Unfurnished,,19.55,20.34,,249974
7148,Uptown,2.0,3,2922,No,Unfurnished,,19.46,47.21,,79188
7149,Uptown,3.0,4,2279,Yes,Furnished,,6.98,41.34,,287907
7150,Riverside,3.0,1,1876,No,Furnished,,14.65,37.34,,258121
7151,Riverside,4.0,3,1212,Yes,Unfurnished,1994.0,10.8,84.37,,313229
7152,Industrial Zone,2.0,4,4527,No,Semi-Furnished,,90.0,23.21,,1077765
7153,Uptown,,5,1082,Yes,Unfurnished,,18.66,40.2,,205638
7154,Hilltop,4.0,2,1692,Yes,Unfurnished,2017.0,8.91,52.78,,209116
7155,Uptown,2.0,2,2263,Yes,Furnished,2016.0,18.89,26.32,,93387
7156,Uptown,4.0,3,1798,No,Unfurnished,,8.52,68.11,,151190
7157,City Outskirts,3.0,2,2310,Yes,Furnished,,23.45,37.6,7.0,171471
7158,Industrial Zone,3.0,3,1968,Yes,Semi-Furnished,,10.44,32.16,,300481
7159,Downtown,2.0,2,1598,No,Semi-Furnished,,31.06,59.4,,30347
7160,Riverside,3.0,2,1843,No,Semi-Furnished,,20.7,58.81,,184706
7161,Hilltop,4.0,2,2036,Yes,Unfurnished,,13.66,49.81,,228295
7162,Hilltop,3.0,2,1869,Yes,Furnished,,8.34,35.54,,150317
7163,Suburb,3.0,2,1875,Yes,Unfurnished,,18.64,42.64,,203008
7164,Uptown,3.0,2,1415,Yes,Semi-Furnished,,22.1,50.46,,256348
7165,Uptown,4.0,2,1583,No,Unfurnished,2002.0,19.36,37.11,,256972
7166,Downtown,1.0,1,2929,Yes,Furnished,,10.95,71.0,,144403
7167,Industrial Zone,4.0,1,2414,No,Furnished,,24.99,77.35,,286543
7168,Uptown,3.0,1,1063,No,Semi-Furnished,,17.04,29.6,9.0,217710
7169,Riverside,2.0,2,616,Yes,Semi-Furnished,2008.0,10.45,74.79,,124758
7170,Hilltop,2.0,3,1838,No,Semi-Furnished,,30.51,46.89,,137500
7171,Uptown,3.0,1,2246,Yes,Unfurnished,,19.57,29.12,,133507
7172,Downtown,4.0,1,1540,No,Furnished,,17.86,57.31,,288670
7173,City Outskirts,3.0,3,2310,No,Unfurnished,,11.62,45.22,,196141
7174,Riverside,4.0,2,1829,No,Semi-Furnished,2013.0,14.75,56.23,,319483
7175,City Outskirts,1.0,5,1718,Yes,Furnished,,9.31,63.77,,95773
7176,Suburb,3.0,3,2178,No,Semi-Furnished,,16.3,60.06,,188098
7177,Downtown,,2,1534,No,Furnished,,18.84,39.1,,132668
7178,Suburb,4.0,2,1656,No,Furnished,,1.48,76.24,,283001
7179,Suburb,2.0,2,2135,No,Semi-Furnished,,5.97,44.64,,80376
7180,Hilltop,3.0,1,1784,No,Furnished,,8.63,61.75,,164716
7181,Suburb,2.0,1,2754,No,Furnished,,4.47,61.11,,149414
7182,Suburb,3.0,1,2146,Yes,Semi-Furnished,,9.21,55.5,,245461
7183,Downtown,4.0,3,2114,No,Furnished,,25.32,56.46,,278272
7184,City Outskirts,4.0,2,1775,No,Semi-Furnished,2017.0,22.99,35.42,,244110
7185,Uptown,2.0,1,2237,Yes,Unfurnished,,10.66,44.76,1.0,240302
7186,Suburb,5.0,3,1638,No,Unfurnished,2019.0,18.87,34.75,,252335
7187,Hilltop,3.0,2,1941,No,Semi-Furnished,,6.95,64.05,,151532
7188,Industrial Zone,3.0,2,1341,Yes,Furnished,,28.69,42.65,,103353
7189,Uptown,3.0,2,2319,Yes,Unfurnished,,13.62,43.84,,220143
7190,Hilltop,3.0,2,1945,No,Semi-Furnished,,0.84,41.82,,158728
7191,Uptown,3.0,5,2791,No,Semi-Furnished,,30.63,42.49,,226403
7192,Suburb,3.0,1,2996,No,Furnished,,12.9,47.84,,192402
7193,Riverside,3.0,2,2181,No,Furnished,,29.24,44.52,,256866
7194,Industrial Zone,2.0,2,1834,Yes,Furnished,,21.42,52.79,7.0,174983
7195,Uptown,4.0,2,1326,No,Semi-Furnished,,17.07,47.09,,216644
7196,Riverside,3.0,2,2252,Yes,Unfurnished,,2.15,29.86,,196676
7197,City Outskirts,2.0,3,1905,No,Semi-Furnished,,15.76,61.76,,249883
7198,Uptown,4.0,4,2069,Yes,Furnished,,4.08,54.21,,203149
7199,Downtown,5.0,2,2664,No,Furnished,,12.68,60.97,,307888
7200,Hilltop,5.0,2,1387,Yes,Semi-Furnished,,16.13,50.67,,302575
7201,Industrial Zone,3.0,3,1337,Yes,Furnished,,24.3,57.04,1.0,161016
7202,City Outskirts,2.0,2,1681,Yes,Furnished,,10.78,32.23,,151810
7203,City Outskirts,3.0,2,2210,Yes,Semi-Furnished,,30.08,43.19,,235815
7204,Industrial Zone,2.0,1,2077,Yes,Unfurnished,,4.25,58.8,,111791
7205,Riverside,5.0,2,1352,No,Furnished,,9.3,43.12,,432762
7206,Suburb,2.0,2,2178,No,Unfurnished,,16.25,69.92,,197886
7207,Hilltop,2.0,3,1199,No,Unfurnished,,-1.28,71.9,,217240
7208,Downtown,3.0,3,1381,Yes,Unfurnished,,6.74,54.12,,181984
7209,Industrial Zone,3.0,1,1742,Yes,Unfurnished,,18.26,50.97,,186062
7210,Industrial Zone,4.0,1,1523,No,Furnished,,21.53,80.62,,245734
7211,Downtown,3.0,4,2244,Yes,Furnished,,8.17,11.76,,147000
7212,Riverside,2.0,2,1943,Yes,Semi-Furnished,,11.3,55.3,,226795
7213,Riverside,2.0,4,2682,Yes,Furnished,,18.53,65.34,,246813
7214,City Outskirts,3.0,1,1676,Yes,Semi-Furnished,,2.88,24.17,,281223
7215,Industrial Zone,2.0,2,1738,No,Unfurnished,,13.73,37.26,,238546
7216,Riverside,3.0,2,2405,No,Semi-Furnished,,13.35,64.33,,326553
7217,Suburb,3.0,4,1754,No,Semi-Furnished,,27.35,47.72,,270097
7218,City Outskirts,4.0,1,2547,Yes,Furnished,,18.75,57.55,,249094
7219,City Outskirts,5.0,2,2070,No,Semi-Furnished,,15.13,20.43,,168142
7220,City Outskirts,5.0,2,623,Yes,Unfurnished,,20.38,28.03,,388140
7221,Downtown,5.0,4,2388,No,Furnished,,16.54,42.48,,351418
7222,Hilltop,2.0,4,2256,No,Furnished,,8.47,68.71,,151351
7223,Hilltop,2.0,10,2275,Yes,Furnished,1992.0,20.03,60.5,,128092
7224,Downtown,2.0,5,844,No,Unfurnished,,21.01,35.65,,252309
7225,City Outskirts,4.0,1,1468,Yes,Semi-Furnished,,12.76,37.32,,192163
7226,Suburb,,1,1505,No,Furnished,,16.4,59.18,,278986
7227,Uptown,4.0,1,1379,No,Semi-Furnished,,28.67,51.6,,341690
7228,City Outskirts,2.0,2,2670,No,Unfurnished,,16.46,56.05,,153086
7229,Riverside,5.0,3,1794,No,Unfurnished,,13.57,43.49,,299391
7230,Industrial Zone,3.0,4,1781,No,Unfurnished,,7.96,41.87,,169794
7231,Industrial Zone,1.0,1,2076,No,Furnished,,8.71,49.32,,145205
7232,Hilltop,3.0,3,2084,Yes,Furnished,,15.67,38.64,,281459
7233,Industrial Zone,1.0,4,132,No,Semi-Furnished,,10.61,38.6,,131804
7234,Uptown,3.0,2,1476,No,Semi-Furnished,,19.19,22.86,,150912
7235,Downtown,2.0,1,1093,Yes,Furnished,2015.0,12.05,42.13,,50523
7236,Downtown,3.0,2,2000,Yes,Unfurnished,,35.08,32.11,,179344
7237,Uptown,3.0,2,1655,No,Unfurnished,,16.62,39.97,,226714
7238,Hilltop,4.0,2,1807,No,Furnished,,3.94,47.74,,338113
7239,Hilltop,3.0,2,760,Yes,Semi-Furnished,1980.0,16.33,61.72,,165574
7240,Riverside,3.0,1,1645,No,Unfurnished,,12.41,46.06,,269964
7241,Downtown,4.0,10,2357,No,Furnished,2014.0,20.02,51.2,,323299
7242,Downtown,5.0,2,2504,No,Semi-Furnished,,15.04,43.98,,313900
7243,City Outskirts,2.0,2,2159,Yes,Semi-Furnished,,17.9,52.18,,218688
7244,Suburb,3.0,5,1132,No,Unfurnished,,33.99,48.38,,178043
7245,Riverside,2.0,1,2429,Yes,Unfurnished,,13.51,19.41,,97767
7246,City Outskirts,1.0,1,2162,No,Unfurnished,,20.15,46.99,,77113
7247,Industrial Zone,3.0,3,1741,Yes,Unfurnished,,22.75,48.29,,138733
7248,Suburb,4.0,2,787,Yes,Semi-Furnished,,17.18,54.25,,302840
7249,Industrial Zone,2.0,3,2276,No,Furnished,,3.72,37.87,,178432
7250,Downtown,4.0,2,1503,Yes,Semi-Furnished,,20.44,44.08,,156265
7251,Suburb,4.0,1,1973,Yes,Unfurnished,,1.07,60.71,,277274
7252,Downtown,5.0,2,1834,No,Furnished,,26.95,38.58,,193452
7253,Hilltop,2.0,1,2569,Yes,Semi-Furnished,,5.87,40.96,,113475
7254,City Outskirts,5.0,3,1737,Yes,Furnished,,28.74,70.72,,343140
7255,Downtown,2.0,3,1792,Yes,Semi-Furnished,,15.59,35.21,,58164
7256,Suburb,3.0,4,2589,Yes,Furnished,,21.12,22.7,,151878
7257,City Outskirts,1.0,3,1470,No,Semi-Furnished,,18.58,62.71,,66411
7258,Suburb,1.0,1,2207,No,Semi-Furnished,,21.8,26.52,,30635
7259,Suburb,4.0,3,1700,No,Unfurnished,,1.2,46.67,,167131
7260,Uptown,3.0,3,1298,Yes,Semi-Furnished,,10.5,55.0,,192314
7261,Downtown,2.0,3,1800,No,Unfurnished,,17.85,62.58,,96917
7262,Downtown,2.0,3,2145,Yes,Semi-Furnished,,15.37,58.44,,101906
7263,Suburb,3.0,2,2476,No,Furnished,,12.19,34.86,,197240
7264,Industrial Zone,1.0,2,2537,Yes,Furnished,,16.34,73.01,,151831
7265,Hilltop,4.0,3,1652,No,Unfurnished,,13.46,44.7,,302840
7266,Downtown,1.0,2,1306,Yes,Semi-Furnished,,30.46,37.1,,39058
7267,Riverside,2.0,1,1640,Yes,Unfurnished,,24.4,63.84,,94393
7268,Hilltop,3.0,3,1209,Yes,Furnished,,25.39,35.64,4.0,110505
7269,Hilltop,3.0,2,1691,Yes,Semi-Furnished,,27.65,55.36,,195460
7270,Hilltop,3.0,1,1629,No,Unfurnished,,18.44,44.29,,230121
7271,Downtown,2.0,1,2163,Yes,Furnished,,8.46,44.38,,145756
7272,Hilltop,,3,697,Yes,Furnished,,13.04,86.12,,143632
7273,Hilltop,3.0,2,1433,Yes,Semi-Furnished,,17.47,51.81,,238321
7274,City Outskirts,1.0,3,1437,No,Semi-Furnished,,16.06,16.2,,161371
7275,Downtown,3.0,2,2393,No,Semi-Furnished,,5.72,26.44,,265477
7276,Hilltop,4.0,2,1243,No,Unfurnished,,17.5,53.6,,175964
7277,Industrial Zone,2.0,2,1913,Yes,Unfurnished,,7.16,28.42,,244920
7278,Riverside,1.0,3,1735,Yes,Semi-Furnished,,28.6,40.42,,75068
7279,Hilltop,4.0,2,2321,No,Semi-Furnished,,20.46,62.03,,241938
7280,Suburb,3.0,5,2097,Yes,Semi-Furnished,,13.67,47.29,,164361
7281,Downtown,3.0,4,1860,No,Furnished,,15.45,60.61,,253187
7282,City Outskirts,1.0,3,1522,Yes,Semi-Furnished,,27.08,68.43,,35630
7283,Riverside,2.0,4,873,Yes,Unfurnished,,4.54,60.33,,162613
7284,Uptown,3.0,2,1923,No,Furnished,,11.64,35.86,,165858
7285,Suburb,2.0,2,2065,Yes,Semi-Furnished,1986.0,18.74,62.27,,161831
7286,Suburb,3.0,3,1012,Yes,Unfurnished,,0.6,61.87,,162096
7287,Suburb,3.0,3,1183,Yes,Furnished,,14.02,49.05,,232853
7288,Riverside,2.0,4,1926,No,Furnished,,11.89,36.26,,130189
7289,Downtown,5.0,3,1969,Yes,Unfurnished,2019.0,32.28,50.35,,292320
7290,Downtown,4.0,10,1304,Yes,Unfurnished,,14.06,52.1,,309890
7291,Hilltop,4.0,2,1512,Yes,Furnished,,7.78,32.28,,151218
7292,Hilltop,1.0,3,881,Yes,Unfurnished,,8.8,62.96,,125871
7293,Downtown,2.0,3,2488,No,Furnished,,-3.85,44.1,,119690
7294,Industrial Zone,3.0,3,1150,No,Furnished,,26.8,49.49,,233576
7295,Hilltop,2.0,2,2071,No,Furnished,,15.76,55.49,,141452
7296,Industrial Zone,,3,1782,Yes,Furnished,,13.78,52.83,,272443
7297,Downtown,2.0,4,2444,No,Semi-Furnished,,21.58,48.26,,163823
7298,Suburb,3.0,2,1403,No,Unfurnished,,18.84,35.19,,275514
7299,Uptown,3.0,3,1830,Yes,Semi-Furnished,,15.11,72.14,,162259
7300,Suburb,3.0,2,950,Yes,Semi-Furnished,,7.99,70.63,,134119
7301,Industrial Zone,2.0,0,830,Yes,Semi-Furnished,,11.21,66.16,,103230
7302,Hilltop,3.0,2,2098,No,Semi-Furnished,,15.87,50.02,,180207
7303,Uptown,2.0,2,907,Yes,Furnished,,19.68,58.2,,122570
7304,Uptown,4.0,2,1685,No,Furnished,,5.67,33.79,,280694
7305,Downtown,1.0,3,2305,Yes,Furnished,,14.4,49.53,,156062
7306,City Outskirts,5.0,1,2173,No,Furnished,,24.05,24.16,,335175
7307,Riverside,4.0,3,1467,Yes,Semi-Furnished,,6.32,41.07,,222842
7308,City Outskirts,2.0,4,1005,Yes,Furnished,,20.21,58.14,2.0,187508
7309,Uptown,4.0,4,2054,No,Semi-Furnished,,5.9,64.98,,239411
7310,City Outskirts,1.0,1,2471,Yes,Furnished,,11.28,35.9,,168365
7311,Hilltop,,10,1468,No,Unfurnished,,1.14,37.95,,122609
7312,Uptown,3.0,3,1398,Yes,Unfurnished,,17.11,55.74,,240871
7313,Suburb,2.0,1,1537,No,Unfurnished,,9.61,22.79,,94126
7314,Hilltop,3.0,1,2085,No,Unfurnished,,1.02,71.53,,120871
7315,Suburb,1.0,1,2414,Yes,Furnished,,15.97,36.41,10.0,177388
7316,Hilltop,,3,1180,Yes,Unfurnished,,22.42,47.38,,203597
7317,Downtown,1.0,1,1050,Yes,Unfurnished,,17.86,59.73,,155815
7318,Industrial Zone,3.0,2,2969,No,Semi-Furnished,,17.52,46.57,8.0,158444
7319,Hilltop,3.0,3,1711,No,Unfurnished,1985.0,20.49,44.2,,298442
7320,Riverside,5.0,2,1926,No,Furnished,,9.97,56.8,,281212
7321,Suburb,2.0,3,1454,No,Semi-Furnished,,15.77,42.03,,134684
7322,Hilltop,3.0,3,2044,No,Furnished,,30.39,54.0,4.0,259112
7323,Riverside,3.0,1,2280,No,Semi-Furnished,1999.0,16.03,49.34,,193954
7324,Downtown,4.0,4,1949,No,Furnished,,9.15,31.42,,348693
7325,Hilltop,1.0,2,2670,Yes,Unfurnished,,17.44,68.41,,192952
7326,Industrial Zone,2.0,2,1636,No,Semi-Furnished,,12.34,44.18,,166832
7327,Riverside,2.0,3,1668,Yes,Unfurnished,,14.74,56.65,5.0,168259
7328,Industrial Zone,4.0,1,1915,No,Furnished,,20.21,37.4,,271749
7329,Hilltop,2.0,5,2032,No,Furnished,,11.23,20.93,,117047
7330,Suburb,3.0,2,1913,No,Semi-Furnished,,-4.99,65.86,,268296
7331,Suburb,2.0,1,1157,Yes,Furnished,,13.79,49.79,5.0,154265
7332,City Outskirts,4.0,4,1956,No,Furnished,,18.45,52.4,,252848
7333,City Outskirts,5.0,2,1612,No,Semi-Furnished,,27.24,50.54,,320185
7334,Hilltop,3.0,3,1509,No,Unfurnished,2017.0,22.49,81.55,,162821
7335,City Outskirts,3.0,2,1816,Yes,Semi-Furnished,,12.67,61.4,,216489
7336,Hilltop,2.0,3,1319,Yes,Furnished,,18.36,59.45,,129943
7337,Hilltop,1.0,1,1232,No,Furnished,,13.28,41.1,,94623
7338,Industrial Zone,2.0,2,492,No,Semi-Furnished,,21.2,47.2,,147815
7339,Riverside,3.0,2,2673,No,Semi-Furnished,,13.89,49.94,,168707
7340,Suburb,3.0,1,2077,Yes,Unfurnished,,20.28,58.99,,106766
7341,Downtown,5.0,3,1741,No,Furnished,,26.68,45.6,,341977
7342,Uptown,3.0,2,1466,No,Furnished,,32.83,44.66,,88115
7343,Suburb,3.0,2,361,No,Unfurnished,,4.56,61.92,,84815
7344,City Outskirts,3.0,1,1435,Yes,Semi-Furnished,,2.44,73.73,,201032
7345,Hilltop,3.0,3,2157,No,Semi-Furnished,,8.44,17.31,,191092
7346,City Outskirts,2.0,3,2271,No,Unfurnished,,14.6,62.77,,193826
7347,Riverside,3.0,2,2121,Yes,Semi-Furnished,,11.31,45.87,,234112
7348,City Outskirts,3.0,2,1879,No,Unfurnished,,23.74,58.93,,103056
7349,Riverside,4.0,2,2451,No,Semi-Furnished,,9.46,47.66,,213212
7350,Downtown,5.0,3,1635,No,Semi-Furnished,,7.21,44.23,,284255
7351,Hilltop,2.0,1,2342,Yes,Semi-Furnished,,24.36,51.26,,179974
7352,City Outskirts,1.0,2,1607,Yes,Unfurnished,,18.81,28.54,,95087
7353,Riverside,3.0,3,1359,No,Unfurnished,,17.08,34.41,,206723
7354,City Outskirts,3.0,4,1297,Yes,Unfurnished,,7.21,42.89,,232304
7355,Riverside,2.0,2,1267,No,Furnished,,22.51,50.42,,163462
7356,Industrial Zone,4.0,3,2129,No,Furnished,2001.0,13.39,68.32,,201807
7357,Hilltop,,2,1428,Yes,Unfurnished,,15.95,61.68,,219371
7358,Hilltop,5.0,4,1283,Yes,Furnished,,17.39,46.66,,197429
7359,Suburb,2.0,2,2156,Yes,Furnished,,24.7,32.88,,139230
7360,Riverside,4.0,2,1963,No,Semi-Furnished,1996.0,18.11,50.38,,348951
7361,Uptown,4.0,4,2281,No,Semi-Furnished,,10.2,56.76,,272042
7362,Downtown,3.0,1,2056,No,Semi-Furnished,,14.95,42.67,,291568
7363,Suburb,3.0,1,1423,No,Furnished,,19.75,45.83,,250087
7364,Downtown,4.0,1,1838,Yes,Furnished,,26.89,67.52,,350273
7365,Suburb,3.0,3,1862,No,Unfurnished,,12.16,52.35,,225023
7366,City Outskirts,3.0,1,1340,Yes,Furnished,,11.55,50.12,,233575
7367,Riverside,3.0,4,1247,No,Furnished,,20.34,49.24,,226701
7368,City Outskirts,3.0,2,1459,No,Unfurnished,,8.82,69.51,,112953
7369,Downtown,2.0,1,2818,Yes,Unfurnished,,10.58,21.66,,72748
7370,Hilltop,5.0,2,1593,Yes,Unfurnished,2011.0,15.18,56.23,,307789
7371,Downtown,3.0,1,2416,No,Semi-Furnished,,18.06,21.83,,212295
7372,Suburb,3.0,3,1565,Yes,Unfurnished,1989.0,22.13,42.73,,223629
7373,Downtown,1.0,3,2244,No,Semi-Furnished,,16.15,24.4,,36045
7374,Riverside,3.0,2,2251,No,Furnished,,15.61,55.76,,285348
7375,Downtown,2.0,1,2276,No,Furnished,,19.01,18.45,,107159
7376,City Outskirts,1.0,3,1993,No,Semi-Furnished,,4.27,26.89,,11518
7377,Hilltop,3.0,3,2488,Yes,Semi-Furnished,,15.56,49.08,9.0,196799
7378,Riverside,3.0,3,1989,Yes,Semi-Furnished,,26.29,50.22,,257796
7379,Downtown,3.0,3,2656,Yes,Furnished,,20.48,73.5,,238700
7380,Uptown,1.0,2,990,Yes,Furnished,,14.82,74.92,,26047
7381,Uptown,3.0,4,1974,No,Unfurnished,,20.15,28.66,5.0,231417
7382,Hilltop,2.0,2,1941,No,Unfurnished,,6.36,40.92,7.0,239171
7383,City Outskirts,,1,1331,Yes,Furnished,1993.0,18.03,43.25,,228349
7384,Suburb,3.0,3,2089,Yes,Unfurnished,,14.76,64.76,,240929
7385,Suburb,3.0,4,1054,Yes,Unfurnished,,15.72,44.36,,197175
7386,Hilltop,2.0,3,1472,No,Semi-Furnished,,12.42,21.18,3.0,170512
7387,Downtown,1.0,2,800,Yes,Furnished,,24.83,61.87,,227353
7388,Riverside,,2,2579,No,Semi-Furnished,,11.54,42.03,,223765
7389,Hilltop,2.0,2,1684,Yes,Furnished,2022.0,7.55,73.33,,158324
7390,Suburb,3.0,4,2883,Yes,Furnished,,4.64,55.96,3.0,224550
7391,Uptown,3.0,1,2201,No,Semi-Furnished,,-0.08,62.05,,174655
7392,Suburb,1.0,3,2024,No,Furnished,,16.53,60.26,,-1757
7393,Uptown,4.0,2,1506,Yes,Semi-Furnished,,9.51,34.81,,196485
7394,Suburb,3.0,3,1276,Yes,Semi-Furnished,,5.88,18.59,,172395
7395,City Outskirts,2.0,4,2061,No,Furnished,,13.16,74.49,,117931
7396,Hilltop,1.0,2,1764,No,Furnished,,19.78,60.05,4.0,79693
7397,Riverside,2.0,2,1130,No,Semi-Furnished,,14.31,34.04,,97128
7398,Hilltop,4.0,3,1041,No,Unfurnished,,15.94,10.94,,329162
7399,Industrial Zone,3.0,2,1320,No,Unfurnished,,23.2,71.32,,272391
7400,Downtown,2.0,3,2710,Yes,Furnished,,20.76,53.12,,205757
7401,Uptown,1.0,3,2906,No,Furnished,,15.78,68.11,,40818
7402,Suburb,3.0,1,1902,Yes,Unfurnished,,8.11,56.57,,242000
7403,Downtown,3.0,3,1874,No,Furnished,,11.17,40.28,,235884
7404,Uptown,3.0,1,1631,No,Furnished,,15.2,40.64,,174656
7405,Hilltop,3.0,4,1332,Yes,Unfurnished,,20.02,48.68,,143044
7406,Uptown,2.0,2,2487,Yes,Furnished,,17.39,48.89,,138387
7407,City Outskirts,3.0,3,2736,No,Unfurnished,,10.67,34.08,,246948
7408,Suburb,,2,1353,No,Unfurnished,,17.81,48.02,,248080
7409,Industrial Zone,2.0,2,1758,No,Unfurnished,,26.94,62.12,,218615
7410,Hilltop,3.0,2,1575,Yes,Furnished,2012.0,17.04,50.1,,210244
7411,Industrial Zone,3.0,3,1589,Yes,Semi-Furnished,1999.0,19.31,59.29,,275990
7412,Downtown,3.0,2,2392,No,Semi-Furnished,,12.57,54.76,,219105
7413,Suburb,2.0,4,1144,Yes,Semi-Furnished,,13.66,67.63,,96000
7414,Hilltop,4.0,2,2033,No,Furnished,,3.19,57.14,,175927
7415,Industrial Zone,3.0,3,2164,Yes,Furnished,,15.96,35.81,,224986
7416,Suburb,3.0,3,1728,No,Furnished,,-4.31,28.15,,291160
7417,Riverside,2.0,1,2246,No,Furnished,,4.34,77.61,,115348
7418,Uptown,2.0,2,1873,No,Semi-Furnished,,17.35,35.64,,211482
7419,Industrial Zone,1.0,2,2408,Yes,Unfurnished,,8.08,46.05,,83939
7420,Uptown,4.0,2,1038,No,Furnished,,1.13,49.11,,244190
7421,Riverside,2.0,2,1625,No,Furnished,,15.48,40.7,,104281
7422,Riverside,3.0,3,1764,Yes,Furnished,,4.22,66.53,9.0,175739
7423,Suburb,3.0,2,463,Yes,Unfurnished,,22.36,50.48,,152916
7424,Uptown,3.0,3,1257,No,Semi-Furnished,,18.31,26.62,,228717
7425,Downtown,3.0,4,1393,No,Furnished,,27.79,54.49,,68002
7426,City Outskirts,3.0,2,2274,No,Semi-Furnished,,17.74,47.47,,214490
7427,Hilltop,2.0,3,1446,No,Furnished,,28.21,57.91,,130787
7428,Riverside,2.0,1,1390,Yes,Semi-Furnished,1987.0,8.23,78.91,,137510
7429,Downtown,3.0,4,2208,No,Furnished,,10.77,38.78,,184063
7430,Downtown,3.0,2,991,Yes,Semi-Furnished,,17.05,30.74,,134917
7431,Suburb,2.0,3,764,No,Furnished,,14.12,93.83,,146556
7432,Riverside,3.0,5,1619,No,Furnished,,16.02,32.71,,200663
7433,Downtown,2.0,2,1076,No,Semi-Furnished,,14.79,78.34,2.0,168401
7434,City Outskirts,2.0,3,1095,Yes,Semi-Furnished,,13.55,80.65,,149280
7435,Downtown,1.0,2,2086,Yes,Unfurnished,,8.44,44.84,,87060
7436,City Outskirts,4.0,1,2237,Yes,Unfurnished,,9.87,67.77,,314155
7437,Industrial Zone,2.0,3,2194,No,Unfurnished,,8.75,34.14,,153761
7438,City Outskirts,2.0,1,2354,Yes,Unfurnished,1999.0,8.13,58.29,8.0,195841
